diputado_id,Diputado,Provincia,Partido,OrientaciÃ³n,VOTO,EDAD,camara,año,RANGO_DE_EDAD,Genero
1,"Abdala De Matarazzo,  Norma Amanda",SANTIAGO DEL ESTERO,FRENTE CÍVICO POR SANTIAGO,Otros,NEGATIVO,61,diputadxs,2018,56-65,Femenino
2,"Acerenza., Samantha",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,56,diputadxs,2018,56-65,Femenino
3,"Aicega,  Juan",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,34,diputadxs,2018,25-35,Masculino
4,"Allende,  Walberto Enrique",SAN JUAN,TODOS JUNTOS POR SAN JUAN,PJ,NEGATIVO,44,diputadxs,2018,36-45,Masculino
5,"Alonso,  Laura Valeria",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,44,diputadxs,2018,36-45,Femenino
6,"Alume Sbodio,  Karim Augusto",SAN LUIS,UNIDAD JUSTICIALISTA,Otros,NEGATIVO,54,diputadxs,2018,46-55,Masculino
7,"Alvarez Rodriguez.,  Cristina",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,46,diputadxs,2018,46-55,Femenino
8,"Amadeo.,  Eduardo Pablo",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,48,diputadxs,2018,46-55,Masculino
9,"Ansaloni,  Pablo Miguel",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,41,diputadxs,2018,36-45,Masculino
10,"Arce,  Mario Horacio",FORMOSA,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,39,diputadxs,2018,36-45,Masculino
11,"Arroyo,  Daniel Fernando",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,AFIRMATIVO,39,diputadxs,2018,36-45,Masculino
12,"Asencio,  Fernando",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,AFIRMATIVO,26,diputadxs,2018,25-35,Masculino
13,"Austin., Brenda",CÓRDOBA,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,34,diputadxs,2018,25-35,Femenino
14,"Ávila,  Beatriz Luisa",TUCUMÁN,PARTIDO POR LA JUSTICIA SOCIAL,Cambiemos,NEGATIVO,72,diputadxs,2018,66-75,Femenino
15,"Ayala,  Aida Beatriz Máxima",CHACO,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,42,diputadxs,2018,36-45,Femenino
16,"Bahillo, Juan José",ENTRE RÍOS,JUSTICIALISTA,PJ,AFIRMATIVO,43,diputadxs,2018,36-45,Masculino
17,"Baldassi,  Héctor",CÓRDOBA,PRO,Cambiemos,NEGATIVO,50,diputadxs,2018,46-55,Masculino
18,"Banfi., Karina Verónica",BUENOS AIRES,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,40,diputadxs,2018,36-45,Femenino
19,"Basterra,  Luis Eugenio",FORMOSA,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,53,diputadxs,2018,46-55,Masculino
20,"Bazze,  Miguel Ángel",BUENOS AIRES,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,35,diputadxs,2018,25-35,Masculino
21,"Benedetti,  Atilio Francisco Salvador",ENTRE RÍOS,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,50,diputadxs,2018,46-55,Masculino
22,"Berisso,  Hernán",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,51,diputadxs,2018,46-55,Masculino
23,"Bevilacqua., Gustavo",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,NEGATIVO,70,diputadxs,2018,66-75,Masculino
24,"Bianchi,  Ivana María",SAN LUIS,UNIDAD JUSTICIALISTA,Kirchnerismo y aliados,NEGATIVO,35,diputadxs,2018,25-35,Femenino
25,"Borsani.,  Luis Gustavo",MENDOZA,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,49,diputadxs,2018,46-55,Masculino
26,"Bossio., Diego",BUENOS AIRES,JUSTICIALISTA,PJ,NEGATIVO,52,diputadxs,2018,46-55,Masculino
27,"Bragagnolo,  Sebastián",MENDOZA,PRO,Cambiemos,NEGATIVO,39,diputadxs,2018,36-45,Masculino
28,"Brambilla,  Sofía",CORRIENTES,PRO,Cambiemos,AFIRMATIVO,36,diputadxs,2018,36-45,Femenino
29,"Britez., María Cristina",MISIONES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,73,diputadxs,2018,66-75,Masculino
30,"Brizuela Del Moral,  Eduardo Segundo",CATAMARCA,FTE. CÍVICO Y SOCIAL DE CATAMARCA,Cambiemos,NEGATIVO,51,diputadxs,2018,46-55,Masculino
31,"Brügge., Juan",CÓRDOBA,CÓRDOBA FEDERAL,PJ,NEGATIVO,67,diputadxs,2018,66-75,Masculino
32,"Bucca,  Eduardo",BUENOS AIRES,JUSTICIALISTA,PJ,AFIRMATIVO,65,diputadxs,2018,56-65,Masculino
33,"Buil., Sergio Omar",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,65,diputadxs,2018,56-65,Masculino
34,"Burgos,  María Gabriela",JUJUY,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,41,diputadxs,2018,36-45,Femenino
35,"Cabandié,  Juan",CDAD. AUT. BS. AS.,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,54,diputadxs,2018,46-55,Masculino
36,"Cáceres,  Eduardo",SAN JUAN,PRO,Cambiemos,NEGATIVO,57,diputadxs,2018,56-65,Masculino
37,"Camaño,  Graciela",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,NEGATIVO,41,diputadxs,2018,36-45,Femenino
38,"Campagnoli,  Marcela",BUENOS AIRES,COALICIÓN CÍVICA,Cambiemos,NEGATIVO,47,diputadxs,2018,46-55,Femenino
39,"Campos,  Javier",BUENOS AIRES,COALICIÓN CÍVICA,Cambiemos,NEGATIVO,41,diputadxs,2018,36-45,Masculino
40,"Cano,  José Manuel",TUCUMÁN,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,61,diputadxs,2018,56-65,Masculino
41,"Cantard,  Albor Angel",SANTA FE,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,36,diputadxs,2018,36-45,Masculino
42,"Carambia,  Antonio José",SANTA CRUZ,PRO,Cambiemos,NEGATIVO,58,diputadxs,2018,56-65,Masculino
43,"Carmona,  Guillermo Ramón",MENDOZA,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,64,diputadxs,2018,56-65,Masculino
44,"Carol., Analuz Ailen",TIERRA DEL FUEGO,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,56,diputadxs,2018,56-65,Femenino
45,"Carrió,  Elisa María",CDAD. AUT. BS. AS.,COALICIÓN CÍVICA,Cambiemos,NEGATIVO,48,diputadxs,2018,46-55,Femenino
46,"Carrizo,  Ana Carla",CDAD. AUT. BS. AS.,EVOLUCIÓN RADICAL,Otros,AFIRMATIVO,64,diputadxs,2018,56-65,Femenino
47,"Carrizo,  Soledad",CÓRDOBA,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,59,diputadxs,2018,56-65,Femenino
48,"Carro,  Pablo",CÓRDOBA,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,33,diputadxs,2018,25-35,Masculino
49,"Caselles.,  Graciela María",SAN JUAN,PARTIDO BLOQUISTA DE SAN JUAN,Otros,NEGATIVO,68,diputadxs,2018,66-75,Femenino
50,"Cassinerio,  Paulo Leonardo",CÓRDOBA,CÓRDOBA FEDERAL,PJ,NEGATIVO,34,diputadxs,2018,25-35,Masculino
51,"Castagneto., Carlos",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,52,diputadxs,2018,46-55,Masculino
52,"Castro,  Sandra",SAN JUAN,FRENTE PARA LA VICTORIA,PJ,NEGATIVO,61,diputadxs,2018,56-65,Femenino
53,"Cerruti,  Gabriela",C.A.B.A.,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,62,diputadxs,2018,56-65,Femenino
54,"Ciampini,  José Alberto",NEUQUÉN,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,39,diputadxs,2018,36-45,Masculino
55,"Cleri,  Marcos",SANTA FE,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,52,diputadxs,2018,46-55,Masculino
56,"Contigiani,  Luis Gustavo",SANTA FE,FRENTE PROGRESISTA CÍVICO Y SOCIAL,Otros,NEGATIVO,52,diputadxs,2018,46-55,Masculino
57,"Correa,  Walter",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,69,diputadxs,2018,66-75,Masculino
58,"Cresto,  Mayda",ENTRE RÍOS,JUSTICIALISTA,PJ,NEGATIVO,50,diputadxs,2018,46-55,Femenino
59,"David,  Javier",SALTA,JUSTICIALISTA,PJ,NEGATIVO,NA,diputadxs,2018,NA,Masculino
60,"De Mendiguren,  José Ignacio",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
61,"De Pedro,  Eduardo Enrique",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,39,diputadxs,2018,36-45,Masculino
62,"De Ponti., Lucila María",SANTA FE,PERONISMO PARA LA VICTORIA,PJ,AFIRMATIVO,NA,diputadxs,2018,NA,Femenino
63,"De Vido,  Julio (Suspendido Art 70 C.N.)",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AUSENTE,58,diputadxs,2018,56-65,Masculino
64,"Del Caño,  Nicolás",BUENOS AIRES,PTS - FRENTE DE IZQUIERDA,Izquierda,AFIRMATIVO,46,diputadxs,2018,46-55,Masculino
65,"Del Cerro,  Gonzalo Pedro Antonio",SANTA FE,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,66,diputadxs,2018,66-75,Masculino
66,"Del Plá,  Romina",BUENOS AIRES,FTE. DE IZQUIERDA Y DE LOS TRABAJADORES,Izquierda,AFIRMATIVO,52,diputadxs,2018,46-55,Femenino
67,"Delú,  Melina Aida",LA PAMPA,JUSTICIALISTA,PJ,AFIRMATIVO,43,diputadxs,2018,36-45,Femenino
68,"Derna,  Verónica",MISIONES,FRENTE DE LA CONCORDIA MISIONERO,PJ,NEGATIVO,34,diputadxs,2018,25-35,Femenino
69,"Di Stefano., Daniel",MISIONES,FRENTE DE LA CONCORDIA MISIONERO,PJ,AFIRMATIVO,53,diputadxs,2018,46-55,Masculino
70,"Dindart., Julián",CORRIENTES,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,42,diputadxs,2018,36-45,Masculino
71,"Donda,  Victoria",CDAD. AUT. BS. AS.,LIBRES DEL SUR,Otros,AFIRMATIVO,60,diputadxs,2018,56-65,Femenino
72,"Doñate., Claudio Martín",RIO NEGRO,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,33,diputadxs,2018,25-35,Masculino
73,"Echegaray., Alejandro Carlos Augusto",BUENOS AIRES,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
74,"Enriquez,  Jorge Ricardo",C.A.B.A.,PRO,Cambiemos,NEGATIVO,42,diputadxs,2018,36-45,Masculino
75,"Espinoza,  Fernando",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,53,diputadxs,2018,46-55,Masculino
76,"Estevez., Gabriela",CÓRDOBA,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,57,diputadxs,2018,56-65,Femenino
77,"Felix,  Omar",MENDOZA,SOMOS MENDOZA,PJ,NEGATIVO,37,diputadxs,2018,36-45,Masculino
78,"Fernandez Langan,  Ezequiel",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,31,diputadxs,2018,25-35,Masculino
79,"Fernandez Patri,  Gustavo Ramiro",FORMOSA,FRENTE PARA LA VICTORIA,PJ,NEGATIVO,59,diputadxs,2018,56-65,Masculino
80,"Fernandez,  Carlos Alberto",BUENOS AIRES,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
81,"Ferreyra,  Araceli Susana Del Rosario",CORRIENTES,PERONISMO PARA LA VICTORIA,PJ,AFIRMATIVO,40,diputadxs,2018,36-45,Femenino
82,"Filmus,  Daniel",C.A.B.A.,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,35,diputadxs,2018,25-35,Masculino
83,"Flores,  Danilo Adrián",LA RIOJA,JUSTICIALISTA,PJ,NEGATIVO,55,diputadxs,2018,46-55,Masculino
84,"Flores,  Héctor Toty",BUENOS AIRES,COALICIÓN CÍVICA,Cambiemos,NEGATIVO,62,diputadxs,2018,56-65,Masculino
85,"Frana., Silvina Patricia",SANTA FE,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,NEGATIVO,58,diputadxs,2018,56-65,Femenino
86,"Franco., Jorge Daniel",MISIONES,FRENTE DE LA CONCORDIA MISIONERO,PJ,AFIRMATIVO,57,diputadxs,2018,56-65,Masculino
87,"Fregonese,  Alicia",ENTRE RÍOS,PRO,Cambiemos,NEGATIVO,64,diputadxs,2018,56-65,Femenino
88,"Frizza,  Gabriel Alberto",CÓRDOBA,PRO,Cambiemos,NEGATIVO,63,diputadxs,2018,56-65,Masculino
89,"Furlán., Francisco",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,68,diputadxs,2018,66-75,Masculino
90,"Garcia,  Alejandro",C.A.B.A.,PRO,Cambiemos,AFIRMATIVO,60,diputadxs,2018,56-65,Masculino
91,"Garré., Nilda",CDAD. AUT. BS. AS.,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,42,diputadxs,2018,36-45,Femenino
92,"Garretón., Facundo",TUCUMÁN,PRO,Cambiemos,NEGATIVO,33,diputadxs,2018,25-35,Masculino
93,"Gayol., Yanina Celeste",ENTRE RÍOS,PRO,Cambiemos,AFIRMATIVO,46,diputadxs,2018,46-55,Femenino
94,"Ginocchio,  Silvana Micaela",CATAMARCA,ELIJO CATAMARCA,PJ,NEGATIVO,38,diputadxs,2018,36-45,Femenino
95,"Gioja., José Luis",SAN JUAN,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,NEGATIVO,46,diputadxs,2018,46-55,Masculino
96,"Goicoechea., Horacio",CHACO,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,52,diputadxs,2018,46-55,Masculino
97,"Gonzáles Seligra,  Nathalia",BUENOS AIRES,PTS - FRENTE DE IZQUIERDA,Izquierda,AFIRMATIVO,65,diputadxs,2018,56-65,Femenino
98,"González,  Josefina Victoria",SANTA FE,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,56,diputadxs,2018,56-65,Femenino
99,"González., Álvaro Gustavo",CDAD. AUT. BS. AS.,PRO,Cambiemos,NEGATIVO,54,diputadxs,2018,46-55,Masculino
100,"Grana., Adrián",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,36,diputadxs,2018,36-45,Masculino
101,"Grande,  Martín",SALTA,PRO,Cambiemos,NEGATIVO,65,diputadxs,2018,56-65,Femenino
102,"Grandinetti., Alejandro Ariel",SANTA FE,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,NEGATIVO,51,diputadxs,2018,46-55,Masculino
103,"Grosso.,  Leonardo",BUENOS AIRES,PERONISMO PARA LA VICTORIA,PJ,AFIRMATIVO,40,diputadxs,2018,36-45,Masculino
104,"Guerín., María Isabel",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,53,diputadxs,2018,46-55,Femenino
105,"Hernández., Martín",FORMOSA,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,39,diputadxs,2018,36-45,Femenino
106,"Herrera., Luis Beder",LA RIOJA,JUSTICIALISTA,PJ,AFIRMATIVO,53,diputadxs,2018,46-55,Masculino
107,"Hers Cabral., Anabella Ruth",CDAD. AUT. BS. AS.,PRO,Cambiemos,AFIRMATIVO,37,diputadxs,2018,36-45,Femenino
108,"Horne., Silvia Reneé",RIO NEGRO,PERONISMO PARA LA VICTORIA,PJ,AFIRMATIVO,53,diputadxs,2018,46-55,Femenino
109,"Huczak., Stella",MENDOZA,PRO,Cambiemos,NEGATIVO,38,diputadxs,2018,36-45,Femenino
110,"Hummel,  Astrid",SANTA FE,PRO,Cambiemos,NEGATIVO,NA,diputadxs,2018,NA,Masculino
111,"Huss., Juan Manuel",ENTRE RÍOS,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,58,diputadxs,2018,56-65,Masculino
112,"Iglesias,  Fernando Adolfo",CDAD. AUT. BS. AS.,PRO,Cambiemos,AFIRMATIVO,34,diputadxs,2018,25-35,Masculino
113,"Igon., Santiago",CHUBUT,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,53,diputadxs,2018,46-55,Masculino
114,"Incicco., Lucas",SANTA FE,PRO,Cambiemos,NEGATIVO,30,diputadxs,2018,25-35,Masculino
115,"Infante,  Hugo Orlando",SANTIAGO DEL ESTERO,FRENTE CÍVICO POR SANTIAGO,Otros,NEGATIVO,42,diputadxs,2018,36-45,Masculino
116,"Kicillof., Axel",CDAD. AUT. BS. AS.,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,52,diputadxs,2018,46-55,Masculino
117,"Kirchner., Máximo",SANTA CRUZ,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,35,diputadxs,2018,25-35,Masculino
118,"Kosiner,  Pablo Francisco Juan",SALTA,JUSTICIALISTA,PJ,NEGATIVO,NA,diputadxs,2018,NA,Masculino
119,"Kroneberger,  Daniel Ricardo",LA PAMPA,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,75,diputadxs,2018,66-75,Masculino
120,"Lacoste,  Jorge Enrique",ENTRE RÍOS,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,51,diputadxs,2018,46-55,Masculino
121,"Larroque,  Andrés",CDAD. AUT. BS. AS.,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,36,diputadxs,2018,36-45,Masculino
122,"Laspina,  Luciano",SANTA FE,PRO,Cambiemos,NEGATIVO,59,diputadxs,2018,56-65,Masculino
123,"Lavagna., Marco Juan",CDAD. AUT. BS. AS.,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,NEGATIVO,NA,diputadxs,2018,NA,Masculino
124,"Leavy,  Sergio Napoleón",SALTA,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,NEGATIVO,63,diputadxs,2018,56-65,Masculino
125,"Lehmann,  María Lucila",SANTA FE,COALICIÓN CÍVICA,Cambiemos,NEGATIVO,52,diputadxs,2018,46-55,Femenino
126,"Lipovetzky., Daniel",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,41,diputadxs,2018,36-45,Masculino
127,"Llanos Massa, Ana Maria",CHUBUT,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,NEGATIVO,50,diputadxs,2018,46-55,Femenino
128,"Llaryora,  Martín Miguel",CÓRDOBA,CÓRDOBA FEDERAL,PJ,NEGATIVO,NA,diputadxs,2018,NA,Masculino
129,"López Koenig., Leandro",NEUQUÉN,PRO,Cambiemos,AFIRMATIVO,37,diputadxs,2018,36-45,Masculino
130,"López,  Juan Manuel",C.A.B.A.,COALICIÓN CÍVICA,Cambiemos,AFIRMATIVO,46,diputadxs,2018,46-55,Masculino
131,"Lospennato., Silvia",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,69,diputadxs,2018,66-75,Femenino
132,"Lotto,  Inés Beatriz",FORMOSA,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,NEGATIVO,63,diputadxs,2018,56-65,Femenino
133,"Lousteau,  Martín",CDAD. AUT. BS. AS.,EVOLUCIÓN RADICAL,Otros,AFIRMATIVO,74,diputadxs,2018,66-75,Masculino
134,"Macha,  Mónica",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,39,diputadxs,2018,36-45,Femenino
135,"Macias., Oscar Alberto",CORRIENTES,JUSTICIALISTA,PJ,NEGATIVO,55,diputadxs,2018,46-55,Masculino
136,"Maquieyra., Martín",LA PAMPA,PRO,Cambiemos,NEGATIVO,60,diputadxs,2018,56-65,Masculino
137,"Marcucci., Hugo María",SANTA FE,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
138,"Martiarena,  José Luis",JUJUY,JUSTICIALISTA,PJ,NEGATIVO,42,diputadxs,2018,36-45,Masculino
139,"Martínez Villada., Leonor",CÓRDOBA,COALICIÓN CÍVICA,Cambiemos,NEGATIVO,63,diputadxs,2018,56-65,Femenino
140,"Martínez,  Darío",NEUQUÉN,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,38,diputadxs,2018,36-45,Masculino
141,"Martínez., Silvia Alejandra",JUJUY,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,56,diputadxs,2018,56-65,Femenino
142,"Masín., María Lucila",CHACO,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,NA,diputadxs,2018,NA,Femenino
143,"Massetani., Vanesa",SANTA FE,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,NEGATIVO,38,diputadxs,2018,36-45,Femenino
144,"Massot., Nicolás",CÓRDOBA,PRO,Cambiemos,NEGATIVO,NA,diputadxs,2018,NA,Masculino
145,"Matzen,  Lorena",RIO NEGRO,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,61,diputadxs,2018,56-65,Femenino
146,"Medina,  Gladys",TUCUMÁN,JUSTICIALISTA POR TUCUMÁN,PJ,NEGATIVO,65,diputadxs,2018,56-65,Femenino
147,"Medina,  Martín Nicolás",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,54,diputadxs,2018,46-55,Masculino
148,"Mendoza,  Josefina",BUENOS AIRES,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,NA,diputadxs,2018,NA,Femenino
149,"Mendoza,  Mayra Soledad",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,57,diputadxs,2018,56-65,Femenino
150,"Menna,  Gustavo",CHUBUT,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,43,diputadxs,2018,36-45,Masculino
151,"Mercado., Verónica",CATAMARCA,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,47,diputadxs,2018,46-55,Femenino
152,"Mestre,  Diego Matías",CÓRDOBA,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,48,diputadxs,2018,46-55,Masculino
153,"Miranda., Pedro Rubén",MENDOZA,JUSTICIALISTA,PJ,AFIRMATIVO,60,diputadxs,2018,56-65,Masculino
154,"Moises,  María Carolina",JUJUY,JUSTICIALISTA,Massismo y aliados,AFIRMATIVO,44,diputadxs,2018,36-45,Femenino
155,"Molina., Karina",LA RIOJA,PRO,Cambiemos,NEGATIVO,66,diputadxs,2018,66-75,Femenino
156,"Monaldi,  Osmar",JUJUY,PRO,Cambiemos,NEGATIVO,39,diputadxs,2018,36-45,Masculino
157,"Monfort., Marcelo Alejandro",ENTRE RÍOS,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,NA,diputadxs,2018,NA,Masculino
158,"Montenegro,  Guillermo Tristán",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,43,diputadxs,2018,36-45,Masculino
159,"Morales,  Flavia",MISIONES,FRENTE DE LA CONCORDIA MISIONERO,Otros,NEGATIVO,46,diputadxs,2018,46-55,Femenino
160,"Morales., Mariana",SANTIAGO DEL ESTERO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,NEGATIVO,NA,diputadxs,2018,NA,Femenino
161,"Moreau,  Leopoldo Raúl Guido",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
162,"Moreau., Cecilia",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,AFIRMATIVO,65,diputadxs,2018,56-65,Femenino
163,"Mosqueda,  Juan",CHACO,JUSTICIALISTA,PJ,NEGATIVO,NA,diputadxs,2018,NA,Masculino
164,"Moyano,  Facundo",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,AFIRMATIVO,53,diputadxs,2018,46-55,Masculino
165,"Muñoz,  Rosa Rosario",CHUBUT,TRABAJO Y DIGNIDAD,Massismo y aliados,NEGATIVO,59,diputadxs,2018,56-65,Femenino
166,"Najul,  Claudia Inés",MENDOZA,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,NA,diputadxs,2018,NA,Femenino
167,"Nanni., Miguel",SALTA,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,52,diputadxs,2018,46-55,Masculino
168,"Navarro,  Graciela",SANTIAGO DEL ESTERO,FRENTE CÍVICO POR SANTIAGO,Otros,NEGATIVO,63,diputadxs,2018,56-65,Femenino
169,"Nazario., Adriana",CÓRDOBA,CÓRDOBA TRABAJO Y PRODUCCIÓN,Massismo y aliados,NEGATIVO,66,diputadxs,2018,66-75,Femenino
170,"Neder,  Estela Mary",SANTIAGO DEL ESTERO,FRENTE CÍVICO POR SANTIAGO,Otros,NEGATIVO,39,diputadxs,2018,36-45,Femenino
171,"Negri,  Mario Raúl",CÓRDOBA,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,47,diputadxs,2018,46-55,Masculino
172,"Núñez., José Carlos",SANTA FE,PRO,Cambiemos,NEGATIVO,45,diputadxs,2018,36-45,Masculino
173,"Ocaña,  Maria Graciela",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,62,diputadxs,2018,56-65,Femenino
174,"Olivares,  Héctor Enrique",LA RIOJA,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,56,diputadxs,2018,56-65,Masculino
175,"Oliveto Lago,  Paula Mariana",C.A.B.A.,COALICIÓN CÍVICA,Cambiemos,NEGATIVO,37,diputadxs,2018,36-45,Femenino
176,"Olmedo.,  Alfredo Horacio",SALTA,SALTA SOMOS TODOS,Cambiemos,NEGATIVO,56,diputadxs,2018,56-65,Masculino
177,"Orellana., José Fernando",TUCUMÁN,JUSTICIALISTA POR TUCUMÁN,PJ,NEGATIVO,48,diputadxs,2018,46-55,Masculino
178,"Passo., Marcela",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,NEGATIVO,66,diputadxs,2018,66-75,Femenino
179,"Pastori,  Luis Mario",MISIONES,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,42,diputadxs,2018,36-45,Masculino
